node_id,bipartite,label,channel_id,channel_name,category,view_count,n_comentarios,n_autores_unicos,n_comentarios_totales,n_videos_distintos,likes_recibidos
UCeDNEtI8_a42bZ47wJiJMwQ,author,@EdgarcalderonCalderong,,,,,,,1.0,1.0,0.0
UCeQk-WfEA-cJRq4EKeE7TOw,author,@franciscojuarez9223,,,,,,,1.0,1.0,0.0
UCefAH1MbvADWUjE9WVcB9EQ,author,@jabriz8152,,,,,,,1.0,1.0,0.0
UCf5lnNZF7Qrtli9v4N_23WQ,author,@CarlosCortez-v5r,,,,,,,1.0,1.0,0.0
UCfM3nrxtTQMY5jFx1v1J4Gg,author,@edgarroldan5539,,,,,,,1.0,1.0,0.0
UCfRqgt2O-vjzUDMZY_tnxQw,author,@Williams-Garcia67E,,,,,,,1.0,1.0,0.0
UCfXykdbSU97rj987LDUGfvg,author,@MariaSantos-c8y3h,,,,,,,1.0,1.0,1.0
UCfjhejO7LZy4doXURa7LZCQ,author,@HonwayLee-z5g,,,,,,,1.0,1.0,0.0
UCfo_yUPzy1f1POwwZxhZ06Q,author,@lara11roberto,,,,,,,1.0,1.0,1.0
UCg3eIfd7BrsLEqS0BLkftHA,author,@ErmePérez-q4s,,,,,,,3.0,1.0,0.0
UCgGqw4aqMdMVSGkKiMgrJRQ,author,@pattyfigueroa5609,,,,,,,1.0,1.0,0.0
UCgJNFj5dnxXpcMvmuhZDPxA,author,@NataliaRodriguez-rx5mr,,,,,,,1.0,1.0,1.0
UCgLrWFdYitoP-b7-PxtUr-w,author,@zetag,,,,,,,1.0,1.0,405.0
UCgLurCo-e019HGODcjXHWCw,author,@perritojuega1,,,,,,,1.0,1.0,2.0
UCgQJgI9vu1FI2dnC9mrFthw,author,@srms70,,,,,,,1.0,1.0,2.0
UCgQw_Sbq3ugruDUKsq1e0-A,author,@marlenareano-h4t,,,,,,,1.0,1.0,0.0
UCgvw7xIdGFupzpt1Y_BFkEA,author,@fredygarcia9151,,,,,,,1.0,1.0,1.0
UCh5ESQvtzyHDhCA7XyekCFA,author,@andyB5280,,,,,,,3.0,1.0,4.0
UChT7pzGytNd92Nmvi-zuWog,author,@sparkvalkov,,,,,,,1.0,1.0,1.0
UChZknRmJkeGeQk0-mQuhDOg,author,@OdilioRodríguez-c5w,,,,,,,1.0,1.0,1.0
UCheEJ5GZuIvV0fj-nXyVwXw,author,@rosaoliva9389,,,,,,,1.0,1.0,0.0
UChep9kVb5gQmpodEEl10Xlg,author,@carlosaguilar-kz7ml,,,,,,,1.0,1.0,0.0
UChgkn5Jt5tWKYMoEOuCjz3Q,author,@pablochitay46,,,,,,,1.0,1.0,2.0
UChs3tU2BcKOT0CezykvAsGw,author,@byronpontaza,,,,,,,3.0,1.0,4.0
UChyps3dqY-VY1_wLeq-2lhw,author,@maydamorales4395,,,,,,,1.0,1.0,14.0
UCi-vPdnpQreC7BkFs40mJGA,author,@bryansicasales4280,,,,,,,1.0,1.0,35.0
UCi1b_TRQfgO1Z9O2gNGGWNA,author,@davidisraelesquitsaquil,,,,,,,2.0,1.0,0.0
UCi2KiZq63sRq8Mfbcp-MelQ,author,@eugeneramirez4405,,,,,,,6.0,1.0,1.0
UCiC-Jn7wdgyQV4_Urk0DkWQ,author,@pedroros6358,,,,,,,1.0,1.0,1.0
UCiGRBf2RNF0WRKhRVT7zFoA,author,@edwinavila4876,,,,,,,1.0,1.0,0.0
UCiMythXHsw7eQEMykCdmMUA,author,@JavierBecerra-h6x,,,,,,,1.0,1.0,2.0
UCiOZX__1gahg1ypIj0_XG_w,author,@mariogonzalezorellana8956,,,,,,,1.0,1.0,1.0
UCipetjeiWj4CZB6EbyYziZg,author,@OseasSamayoa-ol5rz,,,,,,,1.0,1.0,0.0
UCj-LL25XJnjxepPKCc3NGog,author,@anaaguirre8985,,,,,,,1.0,1.0,1.0
UCjJf-AJKRFFWtiN-CSwkDmA,author,@2jose82,,,,,,,1.0,1.0,0.0
UCjSKM9j0Q7HLDr1hD6D-TUw,author,@josehidalgo4875,,,,,,,1.0,1.0,2.0
UCjZgFEowMBrsjodqfovzdKw,author,@franciscoflores3120,,,,,,,2.0,2.0,0.0
UCjmPuazZJzscrwvk0QR9RVw,author,@mynorrodas8591,,,,,,,1.0,1.0,2.0
UCk4O-J1BhoqPmig1KLGJePA,author,@lazarobarillas3575,,,,,,,1.0,1.0,0.0
UCkVtmkK07b2zaVVNssX4lOg,author,@HectorElias-u2l,,,,,,,1.0,1.0,0.0
UCkbsS_3D-pvg1iHOld9uvIg,author,@gonzalo6075,,,,,,,1.0,1.0,0.0
UCkd9W714-947dEE6ZOEBATA,author,@ARGELIATELON,,,,,,,2.0,1.0,3.0
UCkxdJ_yGN2gghOMo2ybQtXQ,author,@11223344An,,,,,,,1.0,1.0,1.0
UCl0ekS9Tt0jJGtOEM18S63w,author,@monkchapin,,,,,,,1.0,1.0,0.0
UCld2stqxaVSk0QdGncM224A,author,@sarahernandez3873,,,,,,,1.0,1.0,4.0
UClhMWQ7XKWywYvbRnuf8QsA,author,@EcPerez-zz9oh,,,,,,,1.0,1.0,0.0
UCljDbleJul41G1TzOjOZAVA,author,@hectorcarranza3777,,,,,,,1.0,1.0,1.0
UClqA491Xa5fQcXcJJa-vTWw,author,@AndresLemus-k2d,,,,,,,1.0,1.0,0.0
UClsrFGJKWPxxw7MiaEdKLXw,author,@ericapaz5406,,,,,,,1.0,1.0,3.0
UCmjppp6ujz3SAnULvP3sZMw,author,@marcomendez7509,,,,,,,1.0,1.0,0.0
UCmvOgzmmXbjUthHy-WJ52hQ,author,@mariorodas593,,,,,,,1.0,1.0,1.0
UCnU8wO1OurAmGstDw6VGjgQ,author,@cmorera21,,,,,,,1.0,1.0,0.0
UCoGdCoJg2Lh0OX_jv6cG16g,author,@Israel-u5i7i,,,,,,,2.0,1.0,2.0
UColMq7LmaoY3MT6aIDGrGvA,author,@quijotachapina1,,,,,,,1.0,1.0,0.0
UCozFYHN0e_-vlQbX3wQGOug,author,@jesusguzman2321,,,,,,,1.0,1.0,5.0
UCp29O_C7cchZV8IxV7Crdag,author,@robertoescobar5507,,,,,,,2.0,1.0,0.0
UCp4iw5_5SmV9VGTFSNVGOmQ,author,@CARLOSSTREMS51,,,,,,,1.0,1.0,0.0
UCpIdtvoFHVLGASGB5ySqIEA,author,@VidalVillatoro-p4w,,,,,,,1.0,1.0,1.0
UCp_dAUfv8i3LW3zWc24dLaQ,author,@MarioCortez-o6v,,,,,,,1.0,1.0,1.0
UCpe5jW3MIqkgTJ-PgkzvM6Q,author,@carloslam5333,,,,,,,1.0,1.0,1.0
UCpl8rF8uv_8uui-QRvuJaRA,author,@SergioGarcia-z9c,,,,,,,1.0,1.0,0.0
UCplrIQtaPj6au60_f2-mOYw,author,@romeolopezherrarte799,,,,,,,1.0,1.0,0.0
UCpsKOkt5iWTbenzeuq7dsmQ,author,@inge_vergueta,,,,,,,3.0,3.0,4.0
UCq3mDTTRZnUybct5M9OSXbg,author,@MacoMorales-i2i2d,,,,,,,1.0,1.0,1.0
UCqCrvuoJpC-aVb0f4logQRQ,author,@Lyrics_GT,,,,,,,1.0,1.0,0.0
UCqilIa8r7iek5sGYg_q6ofA,author,@rolandojuchuna484,,,,,,,1.0,1.0,52.0
UCql1n3Ey6ULMSOACjMe-fxQ,author,@RolandoGonzalez-o7g,,,,,,,1.0,1.0,6.0
UCr1emrogPKkKTs_WTtx71xg,author,@domingopeneleu6457,,,,,,,1.0,1.0,0.0
UCrJn_rbo_ENAdeqneS-RmRw,author,@josecarrera9623,,,,,,,2.0,1.0,1.0
UCrqXyRsg-_hTosURZ-uvoKg,author,@flornolberto2425,,,,,,,1.0,1.0,0.0
UCsGoJEvb-cFPZ2rWoJcXzEQ,author,@sergiohinestroza9709,,,,,,,1.0,1.0,10.0
UCsJJAvrVGupdmhOqgtDp8dg,author,@nestorlorenzana1168,,,,,,,1.0,1.0,1.0
UCsSXdJct-nsS8DsABoEsaYA,author,@IvánPérez-j4j,,,,,,,1.0,1.0,2.0
UCsUCN0Yq_UyTvKjOJLmNrnQ,author,@moisesvaldez4043,,,,,,,2.0,2.0,0.0
UCs_5qeqdku9tGAq22y3OcuQ,author,@alexandrevasquez4135,,,,,,,1.0,1.0,4.0
UCsjs5Hp_r86x1xbK6FAeqaA,author,@alvaroesquivel563,,,,,,,1.0,1.0,2.0
UCtCtts20bW6F9CSohau51Iw,author,@carlosgranados9875,,,,,,,2.0,1.0,0.0
UCtMBF_1O2jY2INlb_luuB_A,author,@mynorgudiel8646,,,,,,,1.0,1.0,15.0
UCtNfIBnc5S5DbbQj_yxgJTw,author,@JosueRamirez-ey3ih,,,,,,,1.0,1.0,1.0
UCtNyHmRZtvGF2hSvI2dUBWw,author,@aureliomaldonado4793,,,,,,,2.0,1.0,1.0
UCtUR3_CAiE7fCoZHM6cMfyQ,author,@mdelcid01,,,,,,,1.0,1.0,10.0
UCtiHFjFu7d5v2XxHnKFUYig,author,@Paul-gf7ec,,,,,,,1.0,1.0,0.0
UCtowGNY2lnlg6O2CkwDgkLg,author,@taniagabrielacelis8434,,,,,,,1.0,1.0,2.0
UCtsxPYw8VUsH_FfnKg-0lmw,author,@AlejandroPérez-b6r,,,,,,,1.0,1.0,2.0
UCu8_3-Wg-YzNyvHYQDEscfw,author,@RolandoCastroPérez-d7y,,,,,,,1.0,1.0,2.0
UCuP4UK33HKtJE_S39ksmaTw,author,@herbertaguilar1387,,,,,,,1.0,1.0,0.0
UCuXmOjxC-htcprLgeVXz6Tg,author,@jorgeaguilar-bq3uj,,,,,,,1.0,1.0,1.0
UCueV9cTyTDwgQSec1x2dYgA,author,@fredydomingo7062,,,,,,,1.0,1.0,0.0
UCujPF2nBgsTD62nWE3lcpIg,author,@victorarturoruanobautista7588,,,,,,,1.0,1.0,0.0
UCusjriFsDHEc2AOjqk-p5ig,author,@pablobarrios7931,,,,,,,1.0,1.0,2.0
UCut6b9S98nv84cVX89PmKzA,author,@yeniferaguirre4498,,,,,,,2.0,1.0,1.0
UCvApqeCbLod-wejtT4CcVuA,author,@davidgaher9550,,,,,,,1.0,1.0,15.0
UCvDwJBBY1mHK70aTEYl6rsA,author,@cristianescobedo8296,,,,,,,1.0,1.0,1.0
UCvcu1kR8xMYy_I1Ty-2mV2Q,author,@hashojea7348,,,,,,,4.0,3.0,0.0
UCvl1tzQeBeGy6efPTRJXSCw,author,@RaulPerez-cw2vi,,,,,,,1.0,1.0,0.0
UCwCfs-2zbD5k0lG-UVg_JBw,author,@JessicaHuaz-96,,,,,,,1.0,1.0,0.0
UCwEe1RKlEv1UpNWmWYfSh4w,author,@marioramirez299,,,,,,,1.0,1.0,0.0
UCwO2SXr0ggzwg6QWWrr01nQ,author,@ricardofigueroa5720,,,,,,,1.0,1.0,11.0
UCwUAv3_LpWVtTIi7lkmTL7A,author,@kingr4706,,,,,,,1.0,1.0,16.0
UCwW2OFy95P7ZBkOPxWkpvYg,author,@TeresaLucero-b5o,,,,,,,2.0,1.0,2.0
UCwgCc9Jd_gG-uLE_SY-FfPg,author,@armindapenados2841,,,,,,,1.0,1.0,0.0
UCwha8rxULYMVtNwZWeSkE1A,author,@mariasamo8637,,,,,,,1.0,1.0,0.0
UCwjUvRseNtJoItylIyIez7Q,author,@Silviazea,,,,,,,1.0,1.0,0.0
UCwxoKK59nGCeBqB2sXfDBIw,author,@vic-bonivideos,,,,,,,1.0,1.0,0.0
UCxKR3RA8T-kxMgq_2WWhRcQ,author,@elenaluarca9377,,,,,,,1.0,1.0,329.0
UCxcoDvP-g2_KTZDmVZtvb3w,author,@angelmartinez9523,,,,,,,1.0,1.0,0.0
UCxff05WuyvwELNITi7bj7UA,author,@markoherrera,,,,,,,1.0,1.0,3.0
UCxhtlxPV8AYWaNNyU6S9H8Q,author,@WilR-s8r,,,,,,,1.0,1.0,0.0
UCyJhqmMbsvjpoarBBStA2kg,author,@Murmullodelbarrio,,,,,,,6.0,1.0,14.0
UCySYJU5kUh7X8gVt9la2ISA,author,@dantesarti4351,,,,,,,1.0,1.0,0.0
UCyW68EGZey4ao_Vf2cR5Ztg,author,@ZabalaXabier,,,,,,,1.0,1.0,0.0
UCylqlpsh8ENNM1LqgQ1KbxA,author,@Jel.Awesh.M,,,,,,,3.0,2.0,1.0
UCyor0Mmm0ivLX2jIdyGp84Q,author,@MiguelJordan-n3g,,,,,,,1.0,1.0,0.0
UCyzf29IYjNw67gGIfsjgtxA,author,@carlosoliva9249,,,,,,,1.0,1.0,45.0
UCz3gu01bmjNv0DpRq-K3XYg,author,@eusebiovasquez4385,,,,,,,2.0,1.0,2.0
UCzSfZlOVxBSs5ObD25ywxDQ,author,@GilmarMaldonado-q9m,,,,,,,1.0,1.0,0.0
UCzZ6dDCEsLMXbc5pCFXIprw,author,@josegil3813,,,,,,,2.0,2.0,0.0
UCzoL2l5H5eVlorWGH8AZfAg,author,@jor77cas,,,,,,,1.0,1.0,6.0
